"symbol","report_date","url","status","file","n_speech_turns","attempts","last_try"
"AAPL","2026-04-30","https://www.marketbeat.com/earnings/reports/2026-4-30-apple-inc-stock/","ok","AAPL_2026-04-30.csv",120,1,"2026-07-21 22:17:25.307825"
"AAPL","2026-01-29","https://www.marketbeat.com/earnings/reports/2026-1-29-apple-inc-stock/","ok","AAPL_2026-01-29.csv",139,1,"2026-07-21 22:17:27.829905"
"AAPL","2025-10-30","https://www.marketbeat.com/earnings/reports/2025-10-30-apple-inc-stock/","ok","AAPL_2025-10-30.csv",117,1,"2026-07-21 22:17:30.100278"
"AAPL","2025-07-31","https://www.marketbeat.com/earnings/reports/2025-7-31-apple-inc-stock/","ok","AAPL_2025-07-31.csv",127,1,"2026-07-21 22:17:33.177249"
"AAPL","2025-05-01","https://www.marketbeat.com/earnings/reports/2025-5-1-apple-inc-stock/","ok","AAPL_2025-05-01.csv",136,1,"2026-07-21 22:17:36.066777"
"AAPL","2025-01-30","https://www.marketbeat.com/earnings/reports/2025-1-30-apple-inc-stock/","ok","AAPL_2025-01-30.csv",139,1,"2026-07-21 22:17:38.741752"
"AAPL","2024-10-31","https://www.marketbeat.com/earnings/reports/2024-10-31-apple-inc-stock/","ok","AAPL_2024-10-31.csv",139,1,"2026-07-21 22:17:41.63573"
"AAPL","2024-08-01","https://www.marketbeat.com/earnings/reports/2024-8-1-apple-inc-stock/","ok","AAPL_2024-08-01.csv",132,1,"2026-07-21 22:17:44.505413"
"NVDA","2026-05-20","https://www.marketbeat.com/earnings/reports/2026-5-20-nvidia-co-stock/","ok","NVDA_2026-05-20.csv",76,1,"2026-07-21 22:17:47.1449"
"NVDA","2026-02-25","https://www.marketbeat.com/earnings/reports/2026-2-25-nvidia-co-stock/","ok","NVDA_2026-02-25.csv",90,1,"2026-07-21 22:17:50.171144"
"NVDA","2025-11-19","https://www.marketbeat.com/earnings/reports/2025-11-19-nvidia-co-stock/","ok","NVDA_2025-11-19.csv",92,1,"2026-07-21 22:17:53.159152"
"NVDA","2025-08-27","https://www.marketbeat.com/earnings/reports/2025-8-27-nvidia-co-stock/","ok","NVDA_2025-08-27.csv",65,1,"2026-07-21 22:17:55.145559"
"NVDA","2025-05-28","https://www.marketbeat.com/earnings/reports/2025-5-28-nvidia-co-stock/","ok","NVDA_2025-05-28.csv",81,1,"2026-07-21 22:17:58.001378"
"NVDA","2025-02-26","https://www.marketbeat.com/earnings/reports/2025-2-26-nvidia-co-stock/","ok","NVDA_2025-02-26.csv",78,1,"2026-07-21 22:18:01.591745"
"NVDA","2024-11-20","https://www.marketbeat.com/earnings/reports/2024-11-20-nvidia-co-stock/","ok","NVDA_2024-11-20.csv",94,1,"2026-07-21 22:18:04.522708"
"NVDA","2024-08-28","https://www.marketbeat.com/earnings/reports/2024-8-28-nvidia-co-stock/","ok","NVDA_2024-08-28.csv",90,1,"2026-07-21 22:18:07.168349"
"MSFT","2026-04-29","https://www.marketbeat.com/earnings/reports/2026-4-29-microsoft-co-stock/","ok","MSFT_2026-04-29.csv",111,1,"2026-07-21 22:18:09.907547"
"MSFT","2026-01-28","https://www.marketbeat.com/earnings/reports/2026-1-28-microsoft-co-stock/","ok","MSFT_2026-01-28.csv",97,1,"2026-07-21 22:18:11.849734"
"MSFT","2025-10-29","https://www.marketbeat.com/earnings/reports/2025-10-29-microsoft-co-stock/","ok","MSFT_2025-10-29.csv",100,1,"2026-07-21 22:18:14.571512"
"MSFT","2025-07-30","https://www.marketbeat.com/earnings/reports/2025-7-30-microsoft-co-stock/","ok","MSFT_2025-07-30.csv",97,1,"2026-07-21 22:18:16.633075"
"MSFT","2025-04-30","https://www.marketbeat.com/earnings/reports/2025-4-30-microsoft-co-stock/","ok","MSFT_2025-04-30.csv",102,1,"2026-07-21 22:18:19.419472"
"MSFT","2025-01-29","https://www.marketbeat.com/earnings/reports/2025-1-29-microsoft-co-stock/","ok","MSFT_2025-01-29.csv",150,1,"2026-07-21 22:18:22.324282"
"MSFT","2024-10-30","https://www.marketbeat.com/earnings/reports/2024-10-30-microsoft-co-stock/","ok","MSFT_2024-10-30.csv",110,1,"2026-07-21 22:18:24.569786"
"MSFT","2024-07-30","https://www.marketbeat.com/earnings/reports/2024-7-30-microsoft-co-stock/","ok","MSFT_2024-07-30.csv",94,1,"2026-07-21 22:18:26.805607"
"AMZN","2026-04-29","https://www.marketbeat.com/earnings/reports/2026-4-29-amazoncom-inc-stock/","ok","AMZN_2026-04-29.csv",78,1,"2026-07-21 22:18:29.103677"
"AMZN","2026-02-05","https://www.marketbeat.com/earnings/reports/2026-2-5-amazoncom-inc-stock/","ok","AMZN_2026-02-05.csv",85,1,"2026-07-21 22:18:32.023118"
"AMZN","2025-10-30","https://www.marketbeat.com/earnings/reports/2025-10-30-amazoncom-inc-stock/","ok","AMZN_2025-10-30.csv",75,1,"2026-07-21 22:18:34.940584"
"AMZN","2025-07-31","https://www.marketbeat.com/earnings/reports/2025-7-31-amazoncom-inc-stock/","ok","AMZN_2025-07-31.csv",86,1,"2026-07-21 22:18:37.490774"
"AMZN","2025-05-01","https://www.marketbeat.com/earnings/reports/2025-5-1-amazoncom-inc-stock/","ok","AMZN_2025-05-01.csv",78,1,"2026-07-21 22:18:40.253441"
"AMZN","2025-02-06","https://www.marketbeat.com/earnings/reports/2025-2-6-amazoncom-inc-stock/","ok","AMZN_2025-02-06.csv",78,1,"2026-07-21 22:18:43.699465"
"AMZN","2024-10-31","https://www.marketbeat.com/earnings/reports/2024-10-31-amazoncom-inc-stock/","ok","AMZN_2024-10-31.csv",103,1,"2026-07-21 22:18:45.521547"
"AMZN","2024-08-01","https://www.marketbeat.com/earnings/reports/2024-8-1-amazoncom-inc-stock/","ok","AMZN_2024-08-01.csv",75,1,"2026-07-21 22:18:48.13941"
"GOOGL","2026-07-21","https://www.marketbeat.com/earnings/reports/2026-7-21-alphabet-inc-stock-1/","empty",NA,NA,3,"2026-07-21 22:30:58.352879"
"GOOGL","2026-04-29","https://www.marketbeat.com/earnings/reports/2026-4-29-alphabet-inc-stock/","ok","GOOGL_2026-04-29.csv",99,3,"2026-07-21 22:31:31.199443"
"GOOGL","2026-02-04","https://www.marketbeat.com/earnings/reports/2026-2-4-alphabet-inc-stock/","ok","GOOGL_2026-02-04.csv",97,3,"2026-07-21 22:32:05.788842"
"GOOGL","2025-10-29","https://www.marketbeat.com/earnings/reports/2025-10-29-alphabet-inc-stock/","ok","GOOGL_2025-10-29.csv",84,3,"2026-07-21 22:32:38.013433"
"GOOGL","2025-07-23","https://www.marketbeat.com/earnings/reports/2025-7-23-alphabet-inc-stock/","ok","GOOGL_2025-07-23.csv",103,3,"2026-07-21 22:33:11.849185"
"GOOGL","2025-04-24","https://www.marketbeat.com/earnings/reports/2025-4-24-alphabet-inc-stock/","ok","GOOGL_2025-04-24.csv",96,3,"2026-07-21 22:33:44.910242"
"GOOGL","2025-02-04","https://www.marketbeat.com/earnings/reports/2025-2-4-alphabet-inc-stock/","ok","GOOGL_2025-02-04.csv",99,3,"2026-07-21 22:34:17.330201"
"GOOGL","2024-10-29","https://www.marketbeat.com/earnings/reports/2024-10-29-alphabet-inc-stock/","ok","GOOGL_2024-10-29.csv",90,3,"2026-07-21 22:34:51.018992"
"MCO","2026-04-22","https://www.marketbeat.com/earnings/reports/2026-4-22-moodys-co-stock/","ok","MCO_2026-04-22.csv",99,1,"2026-07-21 23:02:15.653744"
"MCO","2026-02-18","https://www.marketbeat.com/earnings/reports/2026-2-18-moodys-co-stock/","ok","MCO_2026-02-18.csv",90,1,"2026-07-21 23:02:24.15493"
"MCO","2025-10-22","https://www.marketbeat.com/earnings/reports/2025-10-22-moodys-co-stock/","ok","MCO_2025-10-22.csv",94,1,"2026-07-21 23:02:26.273821"
"MCO","2025-07-23","https://www.marketbeat.com/earnings/reports/2025-7-23-moodys-co-stock/","ok","MCO_2025-07-23.csv",98,1,"2026-07-21 23:02:28.546527"
"MCO","2025-04-22","https://www.marketbeat.com/earnings/reports/2025-4-22-moodys-co-stock/","ok","MCO_2025-04-22.csv",65,1,"2026-07-21 23:02:30.573667"
"MCO","2025-02-13","https://www.marketbeat.com/earnings/reports/2025-2-13-moodys-co-stock/","ok","MCO_2025-02-13.csv",140,1,"2026-07-21 23:02:32.784582"
"MCO","2024-10-22","https://www.marketbeat.com/earnings/reports/2024-10-22-moodys-co-stock/","ok","MCO_2024-10-22.csv",156,1,"2026-07-21 23:02:35.670146"
"MCO","2024-07-23","https://www.marketbeat.com/earnings/reports/2024-7-23-moodys-co-stock/","ok","MCO_2024-07-23.csv",157,1,"2026-07-21 23:02:38.255435"
"CMG","2026-04-29","https://www.marketbeat.com/earnings/reports/2026-4-29-chipotle-mexican-grill-inc-stock/","ok","CMG_2026-04-29.csv",121,1,"2026-07-21 23:02:41.164758"
"CMG","2026-02-03","https://www.marketbeat.com/earnings/reports/2026-2-3-chipotle-mexican-grill-inc-stock/","ok","CMG_2026-02-03.csv",123,1,"2026-07-21 23:02:44.397732"
"CMG","2025-10-29","https://www.marketbeat.com/earnings/reports/2025-10-29-chipotle-mexican-grill-inc-stock/","ok","CMG_2025-10-29.csv",114,1,"2026-07-21 23:02:46.596243"
"CMG","2025-07-23","https://www.marketbeat.com/earnings/reports/2025-7-23-chipotle-mexican-grill-inc-stock/","ok","CMG_2025-07-23.csv",149,1,"2026-07-21 23:02:49.40042"
"CMG","2025-04-23","https://www.marketbeat.com/earnings/reports/2025-4-23-chipotle-mexican-grill-inc-stock/","ok","CMG_2025-04-23.csv",139,1,"2026-07-21 23:02:52.129072"
"CMG","2025-02-04","https://www.marketbeat.com/earnings/reports/2025-2-4-chipotle-mexican-grill-inc-stock/","ok","CMG_2025-02-04.csv",148,1,"2026-07-21 23:02:55.644254"
"CMG","2024-10-29","https://www.marketbeat.com/earnings/reports/2024-10-29-chipotle-mexican-grill-inc-stock/","ok","CMG_2024-10-29.csv",151,1,"2026-07-21 23:02:58.497874"
"CMG","2024-07-24","https://www.marketbeat.com/earnings/reports/2024-7-24-chipotle-mexican-grill-inc-stock/","ok","CMG_2024-07-24.csv",141,1,"2026-07-21 23:03:02.419795"
"INTC","2026-04-23","https://www.marketbeat.com/earnings/reports/2026-4-23-intel-co-stock/","ok","INTC_2026-04-23.csv",114,1,"2026-07-21 23:03:04.975899"
"INTC","2026-01-22","https://www.marketbeat.com/earnings/reports/2026-1-22-intel-co-stock/","ok","INTC_2026-01-22.csv",129,1,"2026-07-21 23:03:07.298755"
"INTC","2025-10-23","https://www.marketbeat.com/earnings/reports/2025-10-23-intel-co-stock/","ok","INTC_2025-10-23.csv",105,1,"2026-07-21 23:03:10.381527"
"INTC","2025-07-24","https://www.marketbeat.com/earnings/reports/2025-7-24-intel-co-stock/","ok","INTC_2025-07-24.csv",124,1,"2026-07-21 23:03:13.087585"
"INTC","2025-04-24","https://www.marketbeat.com/earnings/reports/2025-4-24-intel-co-stock/","ok","INTC_2025-04-24.csv",127,1,"2026-07-21 23:03:15.821237"
"INTC","2025-01-30","https://www.marketbeat.com/earnings/reports/2025-1-30-intel-co-stock/","ok","INTC_2025-01-30.csv",134,1,"2026-07-21 23:03:19.459669"
"INTC","2024-10-31","https://www.marketbeat.com/earnings/reports/2024-10-31-intel-co-stock/","ok","INTC_2024-10-31.csv",119,1,"2026-07-21 23:03:22.452161"
"INTC","2024-08-01","https://www.marketbeat.com/earnings/reports/2024-8-1-intel-co-stock/","ok","INTC_2024-08-01.csv",129,1,"2026-07-21 23:03:24.762642"
"KLAC","2026-04-29","https://www.marketbeat.com/earnings/reports/2026-4-29-kla-co-stock/","ok","KLAC_2026-04-29.csv",136,1,"2026-07-21 23:03:27.76724"
"KLAC","2026-01-29","https://www.marketbeat.com/earnings/reports/2026-1-29-kla-co-stock/","ok","KLAC_2026-01-29.csv",139,1,"2026-07-21 23:03:31.657661"
"KLAC","2025-10-29","https://www.marketbeat.com/earnings/reports/2025-10-29-kla-co-stock/","ok","KLAC_2025-10-29.csv",135,1,"2026-07-21 23:03:34.867647"
"KLAC","2025-07-31","https://www.marketbeat.com/earnings/reports/2025-7-31-kla-co-stock/","ok","KLAC_2025-07-31.csv",247,1,"2026-07-21 23:03:38.608099"
"KLAC","2025-04-30","https://www.marketbeat.com/earnings/reports/2025-4-30-kla-co-stock/","ok","KLAC_2025-04-30.csv",128,1,"2026-07-21 23:03:43.616897"
"KLAC","2025-01-30","https://www.marketbeat.com/earnings/reports/2025-1-30-kla-co-stock/","ok","KLAC_2025-01-30.csv",130,1,"2026-07-21 23:03:45.74805"
"KLAC","2024-10-30","https://www.marketbeat.com/earnings/reports/2024-10-30-kla-co-stock/","ok","KLAC_2024-10-30.csv",131,1,"2026-07-21 23:03:49.249813"
"KLAC","2024-07-24","https://www.marketbeat.com/earnings/reports/2024-7-24-kla-co-stock/","ok","KLAC_2024-07-24.csv",146,1,"2026-07-21 23:03:52.367667"
"ABNB","2026-05-07","https://www.marketbeat.com/earnings/reports/2026-5-7-airbnb-inc-stock/","ok","ABNB_2026-05-07.csv",106,1,"2026-07-21 23:03:54.511058"
"ABNB","2026-02-12","https://www.marketbeat.com/earnings/reports/2026-2-12-airbnb-inc-stock/","ok","ABNB_2026-02-12.csv",103,1,"2026-07-21 23:03:58.05752"
"ABNB","2025-11-06","https://www.marketbeat.com/earnings/reports/2025-11-6-airbnb-inc-stock/","ok","ABNB_2025-11-06.csv",115,1,"2026-07-21 23:04:00.469431"
"ABNB","2025-08-06","https://www.marketbeat.com/earnings/reports/2025-8-6-airbnb-inc-stock/","ok","ABNB_2025-08-06.csv",114,1,"2026-07-21 23:04:02.871647"
"ABNB","2025-05-01","https://www.marketbeat.com/earnings/reports/2025-5-1-airbnb-inc-stock/","ok","ABNB_2025-05-01.csv",99,1,"2026-07-21 23:04:09.827631"
"ABNB","2025-02-13","https://www.marketbeat.com/earnings/reports/2025-2-13-airbnb-inc-stock/","ok","ABNB_2025-02-13.csv",114,1,"2026-07-21 23:04:12.573045"
"ABNB","2024-11-07","https://www.marketbeat.com/earnings/reports/2024-11-7-airbnb-inc-stock/","ok","ABNB_2024-11-07.csv",96,1,"2026-07-21 23:04:16.402944"
"ABNB","2024-08-06","https://www.marketbeat.com/earnings/reports/2024-8-6-airbnb-inc-stock/","ok","ABNB_2024-08-06.csv",107,1,"2026-07-21 23:04:21.42438"
"DUK","2026-05-04","https://www.marketbeat.com/earnings/reports/2026-5-4-duke-energy-co-stock/","ok","DUK_2026-05-04.csv",86,1,"2026-07-21 23:04:24.088183"
"DUK","2026-02-09","https://www.marketbeat.com/earnings/reports/2026-2-9-duke-energy-co-stock/","ok","DUK_2026-02-09.csv",115,1,"2026-07-21 23:04:26.964339"
"DUK","2025-11-06","https://www.marketbeat.com/earnings/reports/2025-11-6-duke-energy-co-stock/","ok","DUK_2025-11-06.csv",84,1,"2026-07-21 23:04:30.054382"
"DUK","2025-08-05","https://www.marketbeat.com/earnings/reports/2025-8-5-duke-energy-co-stock/","ok","DUK_2025-08-05.csv",91,1,"2026-07-21 23:04:32.734179"
"DUK","2025-05-06","https://www.marketbeat.com/earnings/reports/2025-5-6-duke-energy-co-stock/","ok","DUK_2025-05-06.csv",61,1,"2026-07-21 23:04:35.485817"
"DUK","2025-02-13","https://www.marketbeat.com/earnings/reports/2025-2-13-duke-energy-co-stock/","ok","DUK_2025-02-13.csv",118,1,"2026-07-21 23:04:37.789912"
"DUK","2024-11-07","https://www.marketbeat.com/earnings/reports/2024-11-7-duke-energy-co-stock/","ok","DUK_2024-11-07.csv",118,1,"2026-07-21 23:04:41.11361"
"DUK","2024-08-06","https://www.marketbeat.com/earnings/reports/2024-8-6-duke-energy-co-stock/","ok","DUK_2024-08-06.csv",109,1,"2026-07-21 23:04:43.304686"
"PH","2026-04-30","https://www.marketbeat.com/earnings/reports/2026-4-30-parker-hannifin-co-stock/","ok","PH_2026-04-30.csv",161,1,"2026-07-21 23:04:46.681413"
"PH","2026-01-29","https://www.marketbeat.com/earnings/reports/2026-1-29-parker-hannifin-co-stock/","ok","PH_2026-01-29.csv",154,1,"2026-07-21 23:04:49.773454"
"PH","2025-11-06","https://www.marketbeat.com/earnings/reports/2025-11-6-parker-hannifin-co-stock/","ok","PH_2025-11-06.csv",164,1,"2026-07-21 23:04:52.964831"
"PH","2025-08-07","https://www.marketbeat.com/earnings/reports/2025-8-7-parker-hannifin-co-stock/","ok","PH_2025-08-07.csv",137,1,"2026-07-21 23:04:55.424762"
"PH","2025-05-01","https://www.marketbeat.com/earnings/reports/2025-5-1-parker-hannifin-co-stock/","ok","PH_2025-05-01.csv",145,1,"2026-07-21 23:04:58.082662"
"PH","2025-01-30","https://www.marketbeat.com/earnings/reports/2025-1-30-parker-hannifin-co-stock/","ok","PH_2025-01-30.csv",151,1,"2026-07-21 23:05:00.247457"
"PH","2024-10-31","https://www.marketbeat.com/earnings/reports/2024-10-31-parker-hannifin-co-stock/","ok","PH_2024-10-31.csv",126,1,"2026-07-21 23:05:02.257024"
"PH","2024-08-08","https://www.marketbeat.com/earnings/reports/2024-8-8-parker-hannifin-co-stock/","ok","PH_2024-08-08.csv",162,1,"2026-07-21 23:05:04.890373"
"CDNS","2026-04-27","https://www.marketbeat.com/earnings/reports/2026-4-27-cadence-design-systems-inc-stock/","ok","CDNS_2026-04-27.csv",110,1,"2026-07-21 23:05:07.604812"
"CDNS","2026-02-17","https://www.marketbeat.com/earnings/reports/2026-2-17-cadence-design-systems-inc-stock/","ok","CDNS_2026-02-17.csv",113,1,"2026-07-21 23:05:10.542265"
"CDNS","2025-10-27","https://www.marketbeat.com/earnings/reports/2025-10-27-cadence-design-systems-inc-stock/","ok","CDNS_2025-10-27.csv",125,1,"2026-07-21 23:05:13.290067"
"CDNS","2025-07-28","https://www.marketbeat.com/earnings/reports/2025-7-28-cadence-design-systems-inc-stock/","ok","CDNS_2025-07-28.csv",143,1,"2026-07-21 23:05:15.34403"
"CDNS","2025-04-28","https://www.marketbeat.com/earnings/reports/2025-4-28-cadence-design-systems-inc-stock/","ok","CDNS_2025-04-28.csv",114,1,"2026-07-21 23:05:19.503108"
"CDNS","2025-02-18","https://www.marketbeat.com/earnings/reports/2025-2-18-cadence-design-systems-inc-stock/","ok","CDNS_2025-02-18.csv",103,1,"2026-07-21 23:05:25.929255"
"CDNS","2024-10-28","https://www.marketbeat.com/earnings/reports/2024-10-28-cadence-design-systems-inc-stock/","ok","CDNS_2024-10-28.csv",137,1,"2026-07-21 23:05:28.701599"
"CDNS","2024-07-22","https://www.marketbeat.com/earnings/reports/2024-7-22-cadence-design-systems-inc-stock/","ok","CDNS_2024-07-22.csv",121,1,"2026-07-21 23:05:30.59783"
"WM","2026-04-28","https://www.marketbeat.com/earnings/reports/2026-4-28-waste-management-inc-stock/","ok","WM_2026-04-28.csv",189,1,"2026-07-21 23:05:33.682911"
"WM","2026-01-28","https://www.marketbeat.com/earnings/reports/2026-1-28-waste-management-inc-stock/","ok","WM_2026-01-28.csv",196,1,"2026-07-21 23:05:35.988777"
"WM","2025-10-27","https://www.marketbeat.com/earnings/reports/2025-10-27-waste-management-inc-stock/","ok","WM_2025-10-27.csv",165,1,"2026-07-21 23:05:41.876744"
"WM","2025-07-28","https://www.marketbeat.com/earnings/reports/2025-7-28-waste-management-inc-stock/","ok","WM_2025-07-28.csv",133,1,"2026-07-21 23:05:47.843398"
"WM","2025-04-28","https://www.marketbeat.com/earnings/reports/2025-4-28-waste-management-inc-stock/","ok","WM_2025-04-28.csv",152,1,"2026-07-21 23:05:50.388049"
"WM","2025-01-29","https://www.marketbeat.com/earnings/reports/2025-1-29-waste-management-inc-stock/","ok","WM_2025-01-29.csv",198,1,"2026-07-21 23:05:53.057709"
"WM","2024-10-28","https://www.marketbeat.com/earnings/reports/2024-10-28-waste-management-inc-stock/","ok","WM_2024-10-28.csv",210,1,"2026-07-21 23:05:56.284674"
